tokens	ner_tags	langs	spans
"['Championne' 'du' 'monde' 'de' 'hockey' 'sur' 'glace' 'féminin' '2012'
 '.']"	[5 6 6 6 6 6 6 6 6 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Championne du monde de hockey sur glace féminin 2012']
['REDIRECTION' 'Banias' '(' 'ville' ')']	[0 5 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Banias ( ville )']
['Université' 'nationale' 'de' 'pédagogie' 'de' 'Busan']	[3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Université nationale de pédagogie de Busan']
['**' 'Le' 'Caucase' '(' 'attaque' 'des' 'parahawks' ')']	[0 0 5 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Caucase']
['Unité' 'de' 'mesure' 'en' 'informatique']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Unité de mesure en informatique']
"['Ceux-ci' 'doivent' 'répondre' 'correctement' 'à' 'dix' 'questions'
 'afin' ""d'être"" 'qualifiés' 'pour' 'les' 'demi-finales' 'qui' 'ont'
 'lieu' 'à' 'Paris' '.']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr']"	['LOC: Paris']
['Rick]]' 'et' 'Scott' 'Steiner' ')']	[0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Scott Steiner']
['Iporã' 'do' 'Oeste']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Iporã do Oeste']
['Xian' 'de' 'Zhouzhi']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Xian de Zhouzhi']
['Giovanni' 'Battista' 'III' 'Pallotta' '1666–1668']	[1 2 2 2 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Giovanni Battista III Pallotta']
"['En' 'double' ',' 'la' 'paire' 'Michaël' 'Llodra' '-' 'Nicolas' 'Mahut'
 ""s'impose"" 'en' 'finale' 'face' 'à' 'Jean-Julien' 'Rojer' 'et' 'Horia'
 'Tecău' '.']"	[0 0 0 0 0 1 2 0 1 2 0 0 0 0 0 1 2 0 1 2 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']"	"['PER: Michaël Llodra' 'PER: Nicolas Mahut' 'PER: Jean-Julien Rojer'
 'PER: Horia Tecău']"
"[""'"" ""''"" 'Reykjavik' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Reykjavik']
"[""'"" ""''"" 'Rockets' 'de' 'Houston' ""''"" ""'""]"	[0 0 3 4 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Rockets de Houston']
"[""'"" ""''"" 'Pro' 'Wrestling' 'Guerrilla' ""''"" ""'""]"	[0 0 3 4 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Pro Wrestling Guerrilla']
['Ligne' 'de' 'Bordeaux-Saint-Jean' 'à' 'Sète-Ville']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Ligne de Bordeaux-Saint-Jean à Sète-Ville']
"[""'"" ""''"" 'Stéphanie' 'Cohen-Aloro' 'Dally' 'Randriantefy' ""''"" ""'""]"	[0 0 1 2 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Stéphanie Cohen-Aloro' 'PER: Dally Randriantefy']
"[""'"" ""''"" 'Standard' 'de' 'Liège' ""''"" ""'""]"	[0 0 3 4 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Standard de Liège']
"[""'"" ""''"" 'Allemagne' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Allemagne']
['105' 'victoire' 'pour' 'Ferrari' 'en' 'tant' 'que' 'motoriste' '.']	[0 0 0 3 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Ferrari']
"[""'"" ""''"" 'Ballens' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Ballens']
['Louis' 'de' 'Bonald' ';']	[1 2 2 0]	['fr' 'fr' 'fr' 'fr']	['PER: Louis de Bonald']
"['Monthly' 'Film' 'Bulletin' ""''"" ',' '422']"	[3 4 4 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Monthly Film Bulletin']
['Réseau' 'universitaire' 'international' 'de' 'Genève']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Réseau universitaire international de Genève']
"[""'"" ""''"" 'Honda' ""''"" ""'""]"	[0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Honda']
"['Équipe' ""d'Espagne"" 'de' 'volley-ball' 'féminin']"	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Équipe d'Espagne de volley-ball féminin""]"
"['Andrea' 'Marcato' 'blessé' 'est' 'remplacé' 'par' 'Luke' 'McLean' 'qui'
 'réduit' ""l'écart"" 'en' 'marquant' 'deux' 'pénalités' '(' '22-6' ')' '.']"	[1 2 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr']"	['PER: Andrea Marcato' 'PER: Luke McLean']
"['Route' 'Interstate' '70' 'dans' ""l'Utah""]"	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Route Interstate 70 dans l'Utah""]"
"[""'"" ""''"" 'Domrémy-la-Pucelle' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Domrémy-la-Pucelle']
['Port' 'de' 'Hambourg']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Port de Hambourg']
"[""'"" ""''"" 'Honda' ""''"" ""'""]"	[0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Honda']
"[""'"" ""''"" 'Ladern-sur-Lauquet' ""''"" ""'"" '.']"	[0 0 5 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Ladern-sur-Lauquet']
"[""'"" ""''"" 'World' 'Grand' 'Champions' 'Cup' ""''"" ""'""]"	[0 0 3 4 4 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: World Grand Champions Cup']
['REDIRECTION' 'Adult' 'Video' 'News']	[0 3 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Adult Video News']
"[""'"" ""''"" 'Chakhtar' 'Donetsk' ""''"" ""'""]"	[0 0 3 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Chakhtar Donetsk']
"[""'"" ""''"" 'Sidney' 'Poitier' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Sidney Poitier']
['Centrale' 'nucléaire' 'de' 'La' 'Crosse']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Centrale nucléaire de La Crosse']
['REDIRECTION' 'Pelophylax' 'kl.' 'esculentus']	[0 5 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Pelophylax kl. esculentus']
"['Deux' 'se' 'trouvent' 'dans' 'le' 'Pas-de-Calais' 'à' 'Harnes' 'et'
 'Béthune' ',' 'et' 'la' 'troisième' 'dans' 'la' 'Marne' 'à' 'Matougues'
 '.']"	[0 0 0 0 0 5 0 5 0 5 0 0 0 0 0 0 5 0 5 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']"	"['LOC: Pas-de-Calais' 'LOC: Harnes' 'LOC: Béthune' 'LOC: Marne'
 'LOC: Matougues']"
"['FFC' 'Turbine' 'Potsdam' ""''Champion"" 'Allemagne' '2011-2012' ""''""]"	[3 4 4 0 3 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: FFC Turbine Potsdam' 'ORG: Allemagne' 'LOC: 2011-2012']
"[""'"" ""''"" 'Standard' 'de' 'Liège' ""''"" ""'""]"	[0 0 3 4 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Standard de Liège']
"[""'"" ""''"" 'André' 'Vallini' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: André Vallini']
['Sénat' '(' 'Liberia' ')']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Sénat ( Liberia )']
"['Xian' 'de' ""Gongbo'gyamda""]"	[5 6 6]	['fr' 'fr' 'fr']	"[""LOC: Xian de Gongbo'gyamda""]"
"[""'"" ""''"" 'Sam' 'Lowes' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Sam Lowes']
"[""'"" ""''"" 'Kenny' 'Roberts' 'Jr' ""''"" ""'""]"	[0 0 1 2 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Kenny Roberts Jr']
['Erazem' 'Lorbek' '(' 'FC' 'Barcelona' ')']	[1 2 0 3 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Erazem Lorbek' 'ORG: FC Barcelona']
['Il' 'vit' 'et' 'travaille' 'à' 'Fully' '.']	[0 0 0 0 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Fully']
"['Ses' 'contemporains' 'sont' 'Alastair' 'Reynolds' ',' 'Ken' 'MacLeod'
 ',' ',' 'Neal' 'Asher' 'et' 'Richard' 'Morgan' '.']"	[0 0 0 1 2 0 1 2 0 0 1 2 0 1 2 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr']"	"['PER: Alastair Reynolds' 'PER: Ken MacLeod' 'PER: Neal Asher'
 'PER: Richard Morgan']"
['Nouveau' 'Parti' 'démocratique' 'de' 'la' 'Nouvelle-Écosse']	[3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Nouveau Parti démocratique de la Nouvelle-Écosse']
['Championnat' 'de' 'Jordanie' 'de' 'football']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Championnat de Jordanie de football']
"[""'"" ""''"" ""'"" ',' ""''UChicagoNews"" ""''""]"	[0 0 0 0 3 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: ''UChicagoNews ''""]"
"['Live' 'on' 'Two' 'Legs' ""''""]"	[3 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Live on Two Legs']
['Alphonse' 'X' 'de' 'Castille' '(' '1223-1284' ')']	[1 2 2 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Alphonse X de Castille']
['Crécerelle' 'des' 'Seychelles']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Crécerelle des Seychelles']
"['Aurigo' ',' 'Borgomaro' ',' 'Carpasio' ',' 'Molini' 'di' 'Triora' ','
 'Montegrosso' 'Pian' 'Latte' ',' 'Pieve' 'di' 'Teco' ',' 'Pornassio']"	[5 0 5 0 5 0 5 6 6 0 5 6 6 0 5 6 6 0 5]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr']"	"['LOC: Aurigo' 'LOC: Borgomaro' 'LOC: Carpasio' 'LOC: Molini di Triora'
 'LOC: Montegrosso Pian Latte' 'LOC: Pieve di Teco' 'LOC: Pornassio']"
"[""'"" ""''"" 'Aprilia' ""''"" ""'""]"	[0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Aprilia']
"[""'"" ""''"" 'Honda' ""''"" ""'""]"	[0 0 3 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Honda']
['Rote' 'Teufel' 'Bad' 'Nauheim']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Rote Teufel Bad Nauheim']
"[""'"" ""''"" 'Sylvia' 'Pinel' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Sylvia Pinel']
['Francisco' 'Javier' 'Rodríguez']	[1 2 2]	['fr' 'fr' 'fr']	['PER: Francisco Javier Rodríguez']
"['Il' ""s'installa"" 'enfin' 'à' 'Arad' ',' 'où' 'il' 'finit' 'ses' 'jours'
 '.']"	[0 0 0 0 5 0 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Arad']
['Friesenheim' '(' '2' 'délégués' ')']	[5 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Friesenheim']
['Il' 'a' 'été' 'réalisé' 'et' 'produit' 'par' 'Charles' 'Guggenheim' '.']	[0 0 0 0 0 0 0 1 2 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Charles Guggenheim']
['Mont' 'Gerbier' 'de' 'Jonc']	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Mont Gerbier de Jonc']
['REDIRECTION' 'Association' 'sportive' 'jeunesse' 'Soyaux-Charente']	[0 3 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Association sportive jeunesse Soyaux-Charente']
['Adlai' 'Stevenson' '&' 'Estes' 'Kefauver']	[1 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Adlai Stevenson' 'PER: Estes Kefauver']
['Fédération' 'de' 'tennis' 'des' 'États-Unis']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Fédération de tennis des États-Unis']
['REDIRECTION' 'Télévision' 'Tunisienne' '1']	[0 3 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Télévision Tunisienne 1']
['Union' 'internationale' 'de' 'chimie' 'pure' 'et' 'appliquée']	[3 4 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Union internationale de chimie pure et appliquée']
"['Durant' 'sa' 'carrière' ',' 'il' 'connaît' 'trois' 'sélections' 'avec'
 'Écosse' '.']"	[0 0 0 0 0 0 0 0 0 3 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Écosse']
"['**' 'Nouvelle' 'Star' ""''"" '(' 'M6' ')']"	[0 3 4 0 0 3 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Nouvelle Star' 'ORG: M6']
"['**' 'Othon' 'IV' 'de' 'Brunswick-Grubenhagen' 'obtient' 'la'
 'Principauté' 'de' 'Tarente' '.']"	[0 1 2 2 2 0 0 5 6 6 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Othon IV de Brunswick-Grubenhagen' 'LOC: Principauté de Tarente']
['Diego' 'José' 'Abad' 'y' 'García']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Diego José Abad y García']
['Lilian' 'Laslandes' 'Camel' 'Meriem' 'Juan-Pablo' 'Francia']	[1 2 1 2 1 2]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Lilian Laslandes' 'PER: Camel Meriem' 'PER: Juan-Pablo Francia']
['Programme' 'spatial' 'de' 'la' 'Chine']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Programme spatial de la Chine']
"['+' ""''"" ""'Publiées"" 'dans' 'Le' 'Journal' 'de' 'Mickey' ""''"" ""'"" ""''""]"	[0 0 0 0 3 4 4 4 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Le Journal de Mickey']
['Fin' 'période' 'Qianlong' '(' '1736-1795' ')' '.']	[0 0 1 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Qianlong']
['Il' 'ne' 'se' 'représenta' 'pas' 'en' '1887' '.']	[0 0 0 0 0 0 3 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: 1887']
"[""'"" ""''"" 'Behren-lès-Forbach' ""''"" ""'""]"	[0 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Behren-lès-Forbach']
"[""'"" ""''"" 'Europe' 'de' ""l'Est"" ""''"" ""'""]"	[0 0 5 6 6 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"[""LOC: Europe de l'Est""]"
['Liste' 'des' 'communes' 'des' 'Hautes-Pyrénées']	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Liste des communes des Hautes-Pyrénées']
['Chambre' 'des' 'conseillers' '(' 'Japon' ')']	[3 4 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Chambre des conseillers ( Japon )']
"['Il' 'est' 'transféré' 'au' 'Real' 'Jaén' 'où' 'il' 'ne' 'joue' ""qu'une""
 'saison' '.']"	[0 0 0 0 3 4 0 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Real Jaén']
['General' 'Madariaga' '(' 'partido' ')']	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: General Madariaga ( partido )']
"['IllumiNations' ':' 'Reflections' 'of' 'Earth' ""''""]"	[3 4 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: IllumiNations : Reflections of Earth']
"[""'"" ""''"" 'Castres' 'olympique' ""''"" ""'""]"	[0 0 3 4 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Castres olympique']
['Le' 'Dragon' 'de' 'Hong' 'Kong']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Le Dragon de Hong Kong']
"[""'"" ""''"" 'Pieter' 'Brueghel' 'II' ""''"" ""'"" ',' 'dit' ""'"" ""''"" 'le'
 'Jeune' ""''"" ""'"" 'ou' ""'"" ""''"" ""d'Enfer"" ""''"" ""'""]"	[1 2 2 2 2 2 1 2 2 1 2 2 2 2 1 2 1 2 2 2 1]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']"	"[""PER: ' '' Pieter Brueghel II ''"" ""PER: ' , dit"" ""PER: ' '' le Jeune ''""
 ""PER: ' ou"" ""PER: ' '' d'Enfer ''"" ""PER: '""]"
"['re-tweet' ',' 'un' 'message' 'Twitter' 'répétant' 'un' 'autre' 'pour'
 'le' 'relayer' ';']"	[0 0 0 0 3 0 0 0 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Twitter']
['Liste' 'des' 'communes' 'du' 'Tarn']	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Liste des communes du Tarn']
"['Également' 'associé' 'en' 'double' 'avec' 'Philipp' 'Kohlschreiber' ','
 'le' 'duo' ""s'incline"" 'dès' 'leur' 'entrée' 'en' 'lice' '.']"	[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]	"['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr'
 'fr' 'fr' 'fr']"	['PER: Philipp Kohlschreiber']
['REDIRECTION' 'Passive' 'optical' 'network']	[0 5 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Passive optical network']
['Emilio' 'Sánchez' 'Sergio' 'Casal' '(' '2' ')']	[1 2 1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Emilio Sánchez' 'PER: Sergio Casal']
['Gabriel' 'Lalemant' '(' '†' ')' '.']	[1 2 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Gabriel Lalemant']
['Arlington' '(' 'Massachusetts' ')' ',' 'États-Unis']	[5 6 6 6 0 5]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Arlington ( Massachusetts )' 'LOC: États-Unis']
"['Mirrors' '(' 'album' 'de' 'Blue' 'Öyster' 'Cult' ')' ""''"" '-' 'Blue'
 'Öyster' 'Cult']"	[3 4 4 4 4 4 4 4 0 0 3 4 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Mirrors ( album de Blue Öyster Cult )' 'ORG: Blue Öyster Cult']
['Ayanleh' 'Souleiman3' 'min' '32' 's' '55']	[1 2 0 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Ayanleh Souleiman3']
"['Les' 'six' 'véhicules' 'traversent' 'Hudson' 'Valley' ',' 'direction'
 'Albany' '.']"	[0 0 0 0 5 6 0 0 5 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Hudson Valley' 'LOC: Albany']
"[""'"" ""''"" 'Philippe' 'de' 'Villiers' ""''"" ""'""]"	[0 0 1 2 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Philippe de Villiers']
['Chuckwalla' 'de' 'San' 'Esteban']	[5 6 6 6]	['fr' 'fr' 'fr' 'fr']	['LOC: Chuckwalla de San Esteban']
"['**' 'G' '-' 'Mookie' 'Blaylock' ',' 'Hawks' ""d'Atlanta""]"	[0 0 0 1 2 0 3 4]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	"['PER: Mookie Blaylock' ""ORG: Hawks d'Atlanta""]"
['Départements' 'du' 'Paraguay']	[5 6 6]	['fr' 'fr' 'fr']	['LOC: Départements du Paraguay']
['Radcliffe' 'College' '(' 'Cambridge' ',' 'Massachusetts' ')' ';']	[3 4 0 5 0 5 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Radcliffe College' 'LOC: Cambridge' 'LOC: Massachusetts']
['Zone' 'spéciale' 'de' 'conservation']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: Zone spéciale de conservation']
"[""'"" ""''"" 'Klaus' 'Sulzenbacher' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Klaus Sulzenbacher']
['Troisième' 'circonscription' 'de' 'la' 'Sarthe']	[5 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Troisième circonscription de la Sarthe']
"[""'"" ""''"" 'Égypte' ""''"" ""'"" '-' ""'"" ""''"" 'Antigone' 'Costanda' ""''"" ""'""]"	[0 0 5 0 0 0 0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Égypte' 'PER: Antigone Costanda']
['Géographie' 'de' 'la' 'République' 'de' 'Macédoine']	[5 6 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Géographie de la République de Macédoine']
['Il' 'évolue' 'depuis' 'lors' 'à' 'Cheltenham' 'Town' '.']	[0 0 0 0 0 3 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Cheltenham Town']
"[""'"" ""''"" 'Haley' 'Irwin' ""''"" ""'""]"	[0 0 1 2 0 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['PER: Haley Irwin']
['Charlie' 'le' 'coq']	[1 2 2]	['fr' 'fr' 'fr']	['PER: Charlie le coq']
['Kaitlyn' 'Weaver' '/' 'Andrew' 'Poje']	[1 2 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Kaitlyn Weaver' 'PER: Andrew Poje']
['In' 'the' 'Flesh' ':' 'Live']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: In the Flesh : Live']
"[""''"" ',' 'réalisation' 'Marino' 'Girolami']"	[0 0 0 1 2]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Marino Girolami']
['La' 'Berrichonne' 'de' 'Châteauroux']	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	['ORG: La Berrichonne de Châteauroux']
['Mark' 'Teixeira' '(' '4' ')']	[1 2 0 0 0]	['fr' 'fr' 'fr' 'fr' 'fr']	['PER: Mark Teixeira']
['8' 'Mercedes-Benz' 'Citaro' 'C1' 'Facelift' ';']	[0 3 4 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Mercedes-Benz Citaro C1 Facelift']
"['REDIRECTION' 'Association' 'sportive' ""d'El"" 'Khroub']"	[0 3 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	"[""ORG: Association sportive d'El Khroub""]"
"['Liste' 'des' 'cathédrales' ""d'Espagne""]"	[3 4 4 4]	['fr' 'fr' 'fr' 'fr']	"[""ORG: Liste des cathédrales d'Espagne""]"
['José' 'Sérgio' 'Presti']	[1 2 2]	['fr' 'fr' 'fr']	['PER: José Sérgio Presti']
['Liste' 'des' 'communes' 'de' 'la' 'Savoie']	[5 6 6 6 6 6]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['LOC: Liste des communes de la Savoie']
['Sammy' 'Davis' '(' 'pilote' ')']	[3 4 4 4 4]	['fr' 'fr' 'fr' 'fr' 'fr']	['ORG: Sammy Davis ( pilote )']
['Fred' 'Børre' 'Lundberg']	[1 2 2]	['fr' 'fr' 'fr']	['PER: Fred Børre Lundberg']
['==' 'Palmarès' 'aux' 'championnats' 'du' 'monde' '==']	[0 0 0 3 4 4 0]	['fr' 'fr' 'fr' 'fr' 'fr' 'fr' 'fr']	['ORG: championnats du monde']
